Each row is one curve; I list the [a1,a2,a3,a4,a6] Weierstrass form,
the conductor, and the rank, delimited by tabs.

[0,0,0,2513,1581490]	N = 33796733410744	7
[0,0,0,-6916,13543300]	N = 33911254271896	7
[0,-1,0,-5981,2181606]	N = 33976852841940	7
[0,0,0,-4999,1602826]	N = 34432340984728	7
[0,-1,0,6143,5533969]	N = 34517044222944	7
[0,0,0,-9424,666289]	N = 34554236571884	7
[0,-1,0,-4300,2779396]	N = 34673825752008	7
[0,1,0,-8772,1645024]	N = 35312264207288	7
[0,-1,0,1639,6281661]	N = 35520101936040	7
[0,-1,0,-9480,4000896]	N = 35675237778384	7
[0,-1,0,-1889,2829765]	N = 36013532333448	7
[0,-1,0,2628,2835684]	N = 36219420341256	7
[0,-1,0,-1812,23244516]	N = 36287365952568	7
[0,0,0,-8587,3304090]	N = 36528323248336	7
[0,0,0,-9652,14562340]	N = 37156301204792	7
[0,1,0,-4452,1669984]	N = 37539854925368	7
[0,0,0,5876,1662676]	N = 37726400715928	7
[0,0,0,-6832,19194640]	N = 38853312343163	7
[0,0,0,-307,27289870]	N = 39273240251794	7
[0,1,0,943,3428959]	N = 39675584895392	7
[0,0,0,-7972,4583140]	N = 40365219988072	7
[0,0,0,1652,21987472]	N = 40791059398720	7
[0,0,0,-9559,1782586]	N = 41150876112088	7
[0,0,0,-2164,1775236]	N = 42524480978008	7
[0,-1,0,-9000,4441536]	N = 44083325621904	7
[0,0,0,5708,2557360]	N = 44331582499712	7
[0,0,0,-3276,16331220]	N = 44450589667608	7
[0,-1,0,-6985,1150066]	N = 45604998189924	7
[0,-1,0,428,3196516]	N = 45983869855656	7
[0,0,0,1248,7856260]	N = 46290831864588	7
[0,-1,0,3428,3247876]	N = 47529395706696	7
[0,0,0,-2604,23644244]	N = 49327734568536	7
[0,0,0,-304,1789489]	N = 49406400807092	7
[0,-1,0,460,9965316]	N = 49655295973032	7
[0,0,0,-8479,1944034]	N = 49800951635128	7
[0,-1,0,-6120,19423296]	N = 49917072909072	7
[0,1,0,-7065,721744]	N = 50983400000812	7
[0,1,0,5171,2475636]	N = 51015236214748	7
[0,0,0,-7189,727261]	N = 51177486432764	7
[0,0,0,-6493,1555117]	N = 51361236031180	7
[0,0,0,-8113,1568113]	N = 51405120548140	7
[0,-1,0,4996,16281444]	N = 51878762131512	7
[0,-1,0,-745,3400621]	N = 52031125925448	7
[0,1,0,-7121,12453679]	N = 52346164487360	7
[0,0,0,-6349,728941]	N = 53291507175164	7
[0,1,0,9623,2844711]	N = 55391473585024	7
[0,0,0,-3691,4060666]	N = 55625261092816	7
[0,-1,0,3288,4988736]	N = 56033296151568	7
[0,0,0,-1831,6767146]	N = 56200936383944	7
[0,0,0,-2044,2045044]	N = 56442687583768	7
[0,0,0,-8467,32842030]	N = 56874498500254	7
[0,0,0,-3844,26696356]	N = 56930619048472	7
[0,0,0,9116,9667216]	N = 57416294809984	7
[0,0,0,-8227,33142750]	N = 57921295634014	7
[0,0,0,-9352,813025]	N = 58302241912172	7
[0,0,0,-4221,2239821]	N = 60067879769628	7
[0,0,0,7836,32935876]	N = 60269067212616	7
[0,0,0,-8281,5276761]	N = 61185477760988	7
[0,0,0,-8079,3712626]	N = 61674617653416	7
[0,-1,0,-8882,1373961]	N = 63929612536788	7
[0,1,0,-6425,7854379]	N = 64058142801848	7
[0,-1,0,-8129,3792933]	N = 64287908521608	7
[0,0,0,3821,3093154]	N = 64637098013744	7
[0,1,0,1783,2206171]	N = 65683008524888	7
[0,0,0,908,7334020]	N = 66012496690184	7
[0,1,0,615,2218219]	N = 66414881303384	7
[0,-1,0,1320,5495616]	N = 67965685242384	7
[0,-1,0,-7017,5524281]	N = 68491461153408	7
[0,-1,0,-5677,3656086]	N = 68533821354684	7
[0,0,0,-7111,6028234]	N = 69980787917992	7
[0,0,0,1148,807145]	N = 70384376771372	7
[0,0,0,-8017,853945]	N = 70511647752092	7
[0,0,0,-5092,4373305]	N = 71154261774748	7
[0,-1,0,-6052,3996004]	N = 71635879097256	7
[0,0,0,2093,30921250]	N = 72515102856688	7
[0,0,0,236,2326276]	N = 73056086668888	7
[0,-1,0,-8369,11426385]	N = 73356569351616	7
[0,-1,0,4055,5731321]	N = 73965173879424	7
[0,1,0,2140,2342944]	N = 74081196908984	7
[0,0,0,-2932,832705]	N = 74483657813612	7
[0,0,0,-8452,886465]	N = 75208106929772	7
[0,0,0,6668,16032160]	N = 75445652843584	7
[0,0,0,-5668,1877833]	N = 75584453758780	7
[0,0,0,-1911,7138330]	N = 76432081934232	7
[0,-1,0,-3537,11809809]	N = 78433415685312	7
[0,-1,0,-9222,1527561]	N = 79482853103988	7
[0,0,0,-3367,8803210]	N = 80471268757048	7
[0,0,0,8036,2443444]	N = 81638537146648	7
[0,0,0,-2892,13608785]	N = 82309087027044	7
[0,-1,0,-9585,17805141]	N = 83853213506184	7
[0,-1,0,4618,6307401]	N = 84319018151604	7
[0,0,0,-7252,3873145]	N = 84949102065188	7
[0,1,0,-9620,32653504]	N = 85180115219576	7
[0,1,0,-3761,18661939]	N = 85493506842920	7
[0,-1,0,9063,6211881]	N = 87154374811008	7
[0,0,0,-5551,2557234]	N = 87940424766904	7
[0,-1,0,4444,9922500]	N = 88648563019080	7
[0,0,0,-7477,942565]	N = 89262217910972	7
[0,0,0,-6937,940465]	N = 90182083369052	7
[0,0,0,-9849,2771161]	N = 90453545078076	7
[0,1,0,-7840,12142404]	N = 90468438277712	7
[0,0,0,-8044,3061969]	N = 91294794196804	7
[0,0,0,3053,13839730]	N = 92350772151568	7
[0,1,0,-6905,11403499]	N = 92399335766216	7
[0,0,0,-3892,3701680]	N = 92432480342912	7
[0,-1,0,3155,1616206]	N = 94326236326884	7
[0,0,0,-2812,10908820]	N = 94499253252632	7
[0,0,0,-7027,7580530]	N = 96884488116848	7
[0,-1,0,7390,6794841]	N = 97968975329172	7
[0,0,0,8169,8134234]	N = 99369785992536	7
[0,-1,0,6711,6669513]	N = 100253289839424	7
[0,0,0,-6636,16367200]	N = 100440728651808	7
[0,1,0,7575,15069384]	N = 100922056742244	7
[0,-1,0,4484,10632580]	N = 101787206376360	7
[0,0,0,9332,6140308]	N = 102124207761080	7
[0,-1,0,2503,6747321]	N = 102464823674688	7
[0,0,0,-5227,5518330]	N = 102703980396496	7
[0,0,0,8561,13250674]	N = 103112598406856	7
[0,-1,0,6863,4813429]	N = 104575538670216	7
[0,-1,0,2708,4837924]	N = 105377326667016	7
[0,0,0,-7252,13129840]	N = 105751756435072	7
[0,-1,0,-1057,4849861]	N = 105829013120136	7
[0,-1,0,-3160,6907456]	N = 107310871240464	7
[0,0,0,-6727,2829130]	N = 107444855992984	7
[0,1,0,5255,14186475]	N = 108663051345560	7
[0,-1,0,-3572,4931364]	N = 109349345271336	7
[0,1,0,-7426,9822849]	N = 109678346542340	7
[0,0,0,9983,18764905]	N = 110918535807044	7
[0,-1,0,-760,9968656]	N = 111790108270032	7
[0,-1,0,8570,1735441]	N = 112136956606644	7
[0,0,0,-1939,4076194]	N = 112146373199024	7
[0,0,0,-1911,8673050]	N = 112831143604632	7
[0,0,0,-2149,1028989]	N = 114193590885884	7
[0,-1,0,3038,4724041]	N = 114841460669964	7
[0,0,0,-1159,2940106]	N = 116693900706328	7
[0,0,0,2828,5600785]	N = 116834188870108	7
[0,-1,0,1660,33472356]	N = 117254964929016	7
[0,0,0,-3679,2956066]	N = 117867812819128	7
[0,-1,0,815,30901666]	N = 118953196452516	7
[0,-1,0,-1605,1819206]	N = 119050237209444	7
[0,0,0,7943,1018585]	N = 120069804093212	7
[0,-1,0,-2552,7308096]	N = 120135082566288	7
[0,-1,0,-8297,5196909]	N = 121025234851656	7
[0,-1,0,3943,5209149]	N = 122211031363656	7
[0,0,0,-9457,7533505]	N = 124813607618588	7
[0,0,0,-9523,13634578]	N = 125397297401840	7
[0,0,0,-2884,3048676]	N = 125426767178968	7
[0,1,0,-2650,29100929]	N = 125468552203548	7
[0,0,0,-9079,3068026]	N = 125575845745048	7
[0,0,0,-9604,20940676]	N = 125917853580584	7
[0,1,0,2924,24704640]	N = 126749378824120	7
[0,-1,0,-9977,7612089]	N = 129928804454208	7
[0,0,0,-8589,17222789]	N = 131791374017748	7
[0,0,0,-9247,3150850]	N = 132444685629304	7
[0,0,0,-997,15853525]	N = 133714697909044	7
[0,-1,0,4660,5466276]	N = 134604654292488	7
[0,0,0,7713,9481410]	N = 134947669874616	7
[0,-1,0,-1697,11027121]	N = 136782221010144	7
[0,1,0,-7625,3226939]	N = 139912108222424	7
[0,1,0,4515,30813084]	N = 140646968513868	7
[0,0,0,-9949,1206661]	N = 141494876685884	7
[0,0,0,-364,10746004]	N = 141721275464648	7
[0,1,0,8475,7878964]	N = 142752417249236	7
[0,0,0,-7564,13102384]	N = 144794547667648	7
[0,0,0,-532,4632160]	N = 144833966724032	7
[0,0,0,-1123,14667778]	N = 145221863608880	7
[0,0,0,3948,9839140]	N = 145226688644376	7
[0,-1,0,-105,15038541]	N = 145386424485624	7
[0,-1,0,-7481,26749449]	N = 146319050689152	7
[0,0,0,3863,1168105]	N = 148285029937052	7
[0,0,0,-7807,25482370]	N = 148564225075496	7
[0,-1,0,-9785,8159481]	N = 149366479174464	7
[0,0,0,-6349,1200181]	N = 151472087913404	7
[0,-1,0,-8417,9051714]	N = 154978840399692	7
[0,-1,0,9343,5858661]	N = 155165493747336	7
[0,0,0,1388,12698800]	N = 155500634823296	7
[0,0,0,9068,3392740]	N = 156885541877464	7
[0,1,0,3384,10804420]	N = 157567759566320	7
[0,0,0,-4767,15796130]	N = 160393933657944	7
[0,0,0,-3889,1222369]	N = 160430989243484	7
[0,-1,0,-7592,8476224]	N = 161411941313808	7
[0,0,0,-3724,3459604]	N = 161476317622168	7
[0,0,0,-9084,20798336]	N = 162172398021408	7
[0,0,0,-9604,23602384]	N = 163450162538368	7
[0,-1,0,1590,8847441]	N = 165784626295572	7
[0,1,0,5135,7023039]	N = 166451942381216	7
[0,0,0,-2604,21079136]	N = 166622759481888	7
[0,1,0,1580,15316224]	N = 166668989955176	7
[0,1,0,-7972,12703776]	N = 167585243188376	7
[0,0,0,-4087,16926970]	N = 168170204159528	7
[0,-1,0,-4916,6147684]	N = 169903205869224	7
[0,0,0,-1519,3564466]	N = 171516131416888	7
[0,-1,0,-8572,6187396]	N = 171698371183176	7
[0,-1,0,1856,8783440]	N = 173611422051024	7
[0,1,0,-9312,5125444]	N = 176730974723824	7
[0,1,0,-6465,32752899]	N = 178808921617944	7
[0,-1,0,4419,4981950]	N = 178900453505940	7
[0,-1,0,-3305,7446546]	N = 181404950277804	7
[0,0,0,-5572,3676900]	N = 182168523916504	7
[0,-1,0,-2652,6380676]	N = 183145413364296	7
[0,0,0,6153,11059450]	N = 183518917885656	7
[0,-1,0,-30,7502121]	N = 184194550933404	7
[0,1,0,-2780,9777424]	N = 184396421136872	7
[0,0,0,-7644,31462544]	N = 185592282260544	7
[0,-1,0,6718,2263641]	N = 186448472302548	7
[0,0,0,-2164,6301849]	N = 186472797732148	7
[0,0,0,8853,31765210]	N = 189212130058032	7
[0,0,0,-4837,14904709]	N = 191923417065580	7
[0,-1,0,4100,6535876]	N = 192355869342408	7
[0,-1,0,-5945,6581661]	N = 194674706443848	7
[0,-1,0,-741,5206230]	N = 195135824640660	7
[0,1,0,2700,3826144]	N = 197577996476024	7
[0,0,0,7533,16276770]	N = 198747427701168	7
[0,-1,0,2183,6652669]	N = 199211520180936	7
[0,0,0,-6151,10168426]	N = 199341790723432	7
[0,-1,0,-8005,2376526]	N = 200131063675044	7
[0,-1,0,2735,6684661]	N = 201149597966088	7
[0,0,0,-4039,3869386]	N = 201992217606808	7
[0,0,0,-57,4124905]	N = 204178094779068	7
[0,1,0,4319,8707875]	N = 204697666035640	7
[0,0,0,4793,3899050]	N = 205455194914264	7
[0,0,0,-2716,3907060]	N = 206039020893208	7
[0,0,0,9233,3903250]	N = 207251562498424	7
[0,-1,0,-2445,8663526]	N = 207804168905268	7
[0,-1,0,4903,6849981]	N = 211329403263816	7
[0,-1,0,1788,6881796]	N = 213156742425576	7
[0,-1,0,-2870,17082201]	N = 214358254542516	7
[0,0,0,-2128,3192073]	N = 220058692322620	7
[0,1,0,-420,24595264]	N = 220719122233112	7
[0,-1,0,-6745,9926761]	N = 221513584804224	7
[0,-1,0,-2830,2482321]	N = 221539527536244	7
[0,0,0,-6559,16720546]	N = 221983561623224	7
[0,-1,0,3908,18661444]	N = 223911610912248	7
[0,0,0,-259,8145826]	N = 223946365438192	7
[0,0,0,1703,3837745]	N = 227247712411076	7
[0,-1,0,3330,2527641]	N = 230401804562484	7
[0,-1,0,8388,23768676]	N = 231206031539736	7
[0,0,0,-6253,3299773]	N = 234409264452940	7
[0,0,0,-2793,9900817]	N = 235255078678860	7
[0,0,0,-4212,19131940]	N = 235298608595064	7
[0,-1,0,9639,16270461]	N = 238468612699560	7
[0,0,0,-9589,17223229]	N = 240774221690828	7
[0,0,0,3413,8453050]	N = 241177311553936	7
[0,-1,0,-6540,7331076]	N = 241520707026888	7
[0,-1,0,-1577,11291634]	N = 241557241895052	7
[0,1,0,-2720,21604804]	N = 242378872391344	7
[0,0,0,4613,6106810]	N = 251826780113072	7
[0,0,0,-292,17098801]	N = 252606809044060	7
[0,0,0,6617,9708682]	N = 254613855993080	7
[0,0,0,-3268,9743908]	N = 256334145737720	7
[0,0,0,-5629,1556941]	N = 258945314396924	7
[0,0,0,-364,4402324]	N = 261636067656088	7
[0,0,0,-3367,4408330]	N = 262274199486424	7
[0,0,0,-6349,13860829]	N = 262596757853636	7
[0,-1,0,-7625,10878921]	N = 266017364560704	7
[0,1,0,-9806,14515225]	N = 267645541728940	7
[0,0,0,-532,22757920]	N = 268921505987264	7
[0,0,0,3548,20939920]	N = 269071486195072	7
[0,-1,0,7350,9865881]	N = 269841521798628	7
[0,-1,0,8823,11049561]	N = 275083964515968	7
[0,-1,0,-4866,6186105]	N = 275261445918660	7
[0,1,0,9735,31708459]	N = 276986185301336	7
[0,-1,0,-6009,11173113]	N = 280713481675584	7
[0,-1,0,-537,20953629]	N = 282244526237688	7
[0,0,0,-6487,4577530]	N = 282330081075544	7
[0,0,0,7296,12866569]	N = 283896231932628	7
[0,-1,0,-9025,10178746]	N = 286440150416628	7
[0,-1,0,-3096,25341696]	N = 288965182665360	7
[0,0,0,-208,3666457]	N = 290366760953020	7
[0,0,0,1316,4708756]	N = 299331729656728	7
[0,-1,0,8020,29550756]	N = 302359013175336	7
[0,-1,0,1620,8212356]	N = 303535300308168	7
[0,0,0,-6412,9487360]	N = 303651938559136	7
[0,-1,0,-2697,8231661]	N = 304841405307336	7
[0,-1,0,-1500,8238276]	N = 305372033425608	7
[0,1,0,-4970,15144849]	N = 305864593751292	7
[0,0,0,3276,21015081]	N = 311745062201868	7
[0,-1,0,4015,8376501]	N = 315889995665928	7
[0,0,0,9113,4870090]	N = 321703594621144	7
[0,-1,0,-1925,10005006]	N = 327554989833324	7
[0,0,0,6048,5232825]	N = 328982779692108	7
[0,-1,0,-6700,8564836]	N = 329731195619208	7
[0,0,0,-8212,6997600]	N = 329969446695872	7
[0,-1,0,8343,22787469]	N = 333952401829368	7
[0,-1,0,1063,8624541]	N = 334750482067656	7
[0,-1,0,-121,27373945]	N = 337198793570880	7
[0,0,0,-1872,15916905]	N = 337795857195372	7
[0,-1,0,-7345,8690581]	N = 339412209399048	7
[0,0,0,-9100,8881225]	N = 340262714962700	7
[0,-1,0,3470,3073081]	N = 340456496636244	7
[0,-1,0,7103,26388709]	N = 348271003667784	7
[0,-1,0,-8920,12486016]	N = 350372688876624	7
[0,0,0,6548,5124820]	N = 355122538514584	7
[0,0,0,-4,24482704]	N = 367815351570304	7
[0,-1,0,1300,9081636]	N = 371179382675208	7
[0,-1,0,-2837,3216294]	N = 372062896274148	7
[0,0,0,-4732,5262580]	N = 373667185239064	7
[0,-1,0,8900,9157636]	N = 378094805896008	7
[0,0,0,-5572,8983705]	N = 378851446885684	7
[0,-1,0,6015,18383121]	N = 380300726872032	7
[0,0,0,-343,11875258]	N = 380758715788280	7
[0,-1,0,-1444,9273028]	N = 386908532721768	7
[0,0,0,-84,15031289]	N = 387325112423508	7
[0,0,0,-5332,20203360]	N = 393576394035776	7
[0,-1,0,-6985,11033506]	N = 398082708010284	7
[0,0,0,9863,33357145]	N = 401962731115348	7
[0,0,0,5348,14481460]	N = 404489592540712	7
[0,0,0,6272,4326073]	N = 405031533262780	7
[0,0,0,3183,30414665]	N = 411136277609844	7
[0,0,0,-6907,20668090]	N = 411866801978576	7
[0,-1,0,8215,9609741]	N = 416168463363528	7
[0,0,0,-6244,20064964]	N = 418050050614456	7
[0,0,0,-5719,20149594]	N = 421592981977336	7
[0,0,0,5636,5598676]	N = 423517884264088	7
[0,0,0,8108,21058480]	N = 427697883084416	7
[0,0,0,152,4459897]	N = 429638726250940	7
[0,0,0,-5047,5659930]	N = 432212786188504	7
[0,-1,0,9910,3458361]	N = 436582401664404	7
[0,0,0,-1092,24129920]	N = 436689634719168	7
[0,1,0,-9585,5719219]	N = 440309933970584	7
[0,0,0,-567,17193690]	N = 443434423216536	7
[0,-1,0,-8402,3527241]	N = 444016726107348	7
[0,-1,0,-4745,9952461]	N = 445518753605448	7
[0,0,0,-7804,15211156]	N = 446095648235944	7
[0,-1,0,1860,9961956]	N = 446642423457288	7
[0,0,0,-1372,5753140]	N = 446826202842904	7
[0,0,0,1001,19097914]	N = 447623755868168	7
[0,-1,0,5044,22319556]	N = 448430976663720	7
[0,-1,0,5255,14268601]	N = 458245030127424	7
[0,0,0,-6517,32390725]	N = 458723686496036	7
[0,-1,0,-114,25190145]	N = 466193745343956	7
[0,-1,0,7164,23078340]	N = 479497018219080	7
[0,0,0,5348,5990260]	N = 484729318120984	7
[0,0,0,7703,23691361]	N = 485004930884620	7
[0,0,0,171,21093381]	N = 485378970274836	7
[0,0,0,-6573,14304053]	N = 490953265947180	7
[0,-1,0,-9620,10500996]	N = 495322527209448	7
[0,-1,0,6135,14839641]	N = 495697150153344	7
[0,0,0,-1900,30390100]	N = 498720867405400	7
[0,0,0,-2812,22114420]	N = 507853673095288	7
[0,0,0,-8688,14558713]	N = 508461531215580	7
[0,0,0,-4132,8707840]	N = 511758175504832	7
[0,-1,0,9828,28451556]	N = 520597337180088	7
[0,-1,0,-9697,10782949]	N = 522302357183496	7
[0,-1,0,887,24110797]	N = 523210400351400	7
[0,-1,0,4310,3830761]	N = 529113485546004	7
[0,-1,0,3715,13830966]	N = 529857604829748	7
[0,-1,0,3628,28780644]	N = 532544239044888	7
[0,-1,0,7210,10219881]	N = 537688874552172	7
[0,0,0,3881,6358906]	N = 545998666970968	7
[0,-1,0,-1262,3921201]	N = 553399914238068	7
[0,-1,0,7575,15704361]	N = 555233964304704	7
[0,0,0,6971,27412141]	N = 567548050966468	7
[0,-1,0,-4342,3993889]	N = 573388550400948	7
[0,0,0,-4179,27667874]	N = 574125329623536	7
[0,-1,0,-881,25335381]	N = 577679890514280	7
[0,1,0,-996,14632480]	N = 578121415210840	7
[0,-1,0,415,30315621]	N = 590814816446904	7
[0,-1,0,-2960,16223376]	N = 592114657178064	7
[0,0,0,-9324,21238281]	N = 601259321189484	7
[0,-1,0,-5905,11648341]	N = 610233684568968	7
[0,-1,0,6759,26059005]	N = 611311412616360	7
[0,-1,0,-1945,11799901]	N = 626495720002248	7
[0,0,0,-7273,5416897]	N = 632572806488620	7
[0,-1,0,-8668,26665732]	N = 639729612460200	7
[0,-1,0,-4041,26847405]	N = 648630942936360	7
[0,0,0,-4927,18340450]	N = 648683460663112	7
[0,0,0,-7167,20798530]	N = 648786466502136	7
[0,1,0,-5924,6952192]	N = 652450012033784	7
[0,0,0,-2548,15555172]	N = 653294498107640	7
[0,0,0,728,2463385]	N = 655378864341932	7
[0,-1,0,7999,26992485]	N = 655932604898280	7
[0,-1,0,-1346,9623121]	N = 666687311071620	7
[0,0,0,-5917,11918005]	N = 666820891850404	7
[0,-1,0,-25,17338921]	N = 676435252255104	7
[0,0,0,-8632,2537305]	N = 685004077815212	7
[0,0,0,-3433,15011593]	N = 695340813760180	7
[0,-1,0,-5032,24936976]	N = 699469015270224	7
[0,0,0,-8892,7771905]	N = 723580186315788	7
[0,1,0,-7401,23178199]	N = 725332338895040	7
[0,0,0,9557,23338858]	N = 735522675310960	7
[0,-1,0,-5945,4571466]	N = 750565912222884	7
[0,0,0,-367,30954130]	N = 760890300935672	7
[0,-1,0,5300,13094596]	N = 771915441812808	7
[0,0,0,-9919,7594786]	N = 776738661611128	7
[0,0,0,6287,15866713]	N = 776950138009780	7
[0,-1,0,3604,29383620]	N = 777127188222120	7
[0,1,0,-9396,17085280]	N = 788105488508440	7
[0,0,0,8792,6088057]	N = 802766629974460	7
[0,-1,0,-745,13369741]	N = 804344718792648	7
[0,0,0,1193,7734490]	N = 807604925933464	7
[0,-1,0,3540,13439556]	N = 812969786259528	7
[0,-1,0,255,26897841]	N = 813935724258912	7
[0,-1,0,9663,13556709]	N = 828024098466696	7
[0,0,0,1988,28388020]	N = 836876260557688	7
[0,-1,0,-7492,13823716]	N = 859336986847656	7
[0,0,0,-2188,6338137]	N = 867681262556860	7
[0,0,0,8163,22748805]	N = 887294935428804	7
[0,0,0,-3367,8174890]	N = 902112816649624	7
[0,0,0,4244,21634804]	N = 902718132502312	7
[0,-1,0,4180,14290116]	N = 919161244191048	7
[0,0,0,-2367,24782850]	N = 921281534169336	7
[0,-1,0,500,14352196]	N = 926956487118408	7
[0,-1,0,7180,14366916]	N = 929393448435048	7
[0,0,0,-9532,22278580]	N = 956970296512552	7
[0,-1,0,6900,14580036]	N = 957119319016008	7
[0,-1,0,7124,32813860]	N = 969262927826280	7
[0,-1,0,4303,14681109]	N = 970149947861256	7
[0,-1,0,-6561,32928165]	N = 975670357129320	7
[0,-1,0,-4625,13811466]	N = 980739505737852	7
[0,-1,0,-2137,20895529]	N = 982331806401408	7
[0,-1,0,-8030,13874481]	N = 989229782390892	7
[0,0,0,-8044,8734804]	N = 1028965823300248	7
[0,-1,0,4975,15355701]	N = 1061400248454408	7
[0,0,0,-3612,26880500]	N = 1083831448349016	7
[0,-1,0,-5858,27578937]	N = 1095062795142900	7
[0,-1,0,-5625,15639741]	N = 1100324154788808	7
[0,0,0,3353,9058570]	N = 1107854213942104	7
[0,-1,0,7708,15761796]	N = 1118623719475176	7
[0,0,0,7748,18465280]	N = 1150994720536096	7
[0,-1,0,6180,16112196]	N = 1168668925435848	7
[0,-1,0,-5337,16289469]	N = 1193698430525256	7
[0,-1,0,-3761,12982386]	N = 1213213760530260	7
[0,0,0,2588,13418560]	N = 1215407162958272	7
[0,-1,0,-7286,13024761]	N = 1220571564510180	7
[0,0,0,-9919,9585346]	N = 1238412789589048	7
[0,-1,0,-9340,16669636]	N = 1249435143820488	7
[0,0,0,2432,7635433]	N = 1259322511275580	7
[0,0,0,2633,25654330]	N = 1269284178878632	7
[0,0,0,2483,11387125]	N = 1273112676117172	7
[0,-1,0,-1850,6125361]	N = 1350415933764564	7
[0,0,0,-832,9437185]	N = 1374074363332916	7
[0,0,0,593,10159570]	N = 1393428061951864	7
[0,0,0,-5079,30649466]	N = 1409055533770392	7
[0,0,0,8537,22885162]	N = 1414321599252920	7
[0,0,0,-967,10323370]	N = 1438719761656024	7
